client_id,full_name,city,email,age,gender,annual_income,credit_score,debt_ratio,loan_amount,owns_home,loan_purpose,employment,years_job
C03838,Emmanuelle Carre,Garcia,christelledijoux@example.com,72,M,,654.0,20.32,12556.92,Non,Rénovation,CDI,2.8
C02860,Yves Rossi,De OliveiraBourg,paul78@example.org,29,F,36575.91,591.0,42.9,19729.56,Oui,Achat Maison,Freelance,0.4
C04770,Timothée Bernard-Millet,Julien,rbarthelemy@example.net,34,F,,758.0,46.03,3047.85,Oui,Business,Sans Emploi,4.4
C00776,Franck Bodin,Potier,nathfischer@example.net,42,M,127464.83,680.0,19.71,14116.84,Non,Éducation,CDI,12.4
C00720,Adrien Boulay-Simon,Cordier,kfernandes@example.com,25,M,25710.26,704.0,65.89,10339.89,Oui,Consommation,CDI,9.5
C02710,Yves Lefèvre,Arnaud,slecoq@example.org,21,M,45293.37,616.0,40.46,4432.61,Oui,Auto,Freelance,2.2
C02654,Henri Blanc,Saint Laurencedan,qbarthelemy@example.org,66,M,73668.43,561.0,49.55,16065.44,Oui,Consommation,CDI,4.3
C04878,Raymond Duval,Rousset-sur-Rolland,zroche@example.com,56,M,69484.19,602.0,22.32,2356.4,Oui,Rénovation,CDD,0.6
C00602,Catherine Julien,Morel,richardmerle@example.org,60,F,54339.92,710.0,31.16,12636.19,Oui,Achat Maison,CDD,3.6
C03822,Sabine Schmitt,De Oliveira-les-Bains,lhubert@example.org,49,F,52618.99,654.0,30.78,1670.12,Non,Rénovation,Sans Emploi,0.2
C01244,Noël-Denis Leclerc,Launay,colettecoste@example.com,67,M,46119.06,815.0,58.27,27419.52,Oui,Achat Maison,CDI,5.1
C04846,Bertrand Fernandez,Tanguyboeuf,auroreleger@example.org,65,M,,652.0,62.79,2868.28,Oui,Rénovation,CDI,2.4
C04842,Marc-Victor Simon,Jacquot-les-Bains,christianeleclerc@example.net,23,F,53041.49,,29.45,3240.25,Oui,Auto,Freelance,2.0
C00318,Joseph Besson du Rodrigues,Legros,qfabre@example.com,71,M,46328.42,698.0,34.5,9619.36,Oui,Éducation,CDD,1.0
C00828,Grégoire Teixeira de la Andre,Duhamel,macebenoit@example.net,67,M,72638.72,723.0,22.05,81.21,Non,Rénovation,CDI,8.0
C03263,Léon Benard,Sainte Aurore,qbodin@example.org,67,F,61163.34,626.0,22.65,16654.36,Non,Consommation,CDI,8.0
C00274,Virginie Hervé,Sainte Pauline,josephine17@example.com,41,F,56765.42,743.0,24.78,22435.98,Oui,Achat Maison,Sans Emploi,7.4
C02664,Nathalie Tanguy,Gonzalez,didierines@example.net,30,F,16704.23,709.0,30.34,15994.41,Non,Auto,CDD,4.3
C00549,Laure Riou,Royer,margaud97@example.com,56,M,32885.38,573.0,32.43,26526.99,Oui,Auto,CDI,4.8
C03641,Michel Mathieu du Dubois,Chevalier,hortensebenard@example.org,70,M,55815.31,478.0,2.75,23796.12,Oui,Auto,CDD,18.3
C04053,Denis Pottier-Berthelot,Sainte Catherine,qlaine@example.com,64,M,45980.57,696.0,35.84,17443.41,Non,Éducation,CDD,7.4
C04893,Arthur Fleury,Petit,mauriceemilie@example.com,20,F,52196.4,704.0,17.62,26444.79,Non,Éducation,Freelance,3.5
C02934,Dominique Lacombe,Saint Lucasdan,bertrandleclercq@example.org,64,F,27769.38,642.0,34.65,15363.63,Non,Achat Maison,CDD,1.6
C00605,André Charpentier,Fabre,laurent09@example.com,48,F,28804.19,765.0,21.16,14360.03,Oui,Auto,CDI,0.6
C00896,Hugues Lebreton,Leleu-la-Forêt,perretgeorges@example.net,47,M,52269.82,701.0,24.02,11236.12,Non,Business,Retraité,1.5
C00527,Stéphane Guyon,Sainte Sabineboeuf,laurence91@example.org,26,F,40453.99,541.0,17.84,14171.88,Oui,Auto,Retraité,2.0
C04608,Isaac Lemaître,Mahe,roger77@example.com,67,M,59706.15,828.0,12.94,7819.64,Non,Rénovation,Freelance,0.9
C02347,Augustin Bouvier,Simon-sur-Hebert,franckmarechal@example.net,60,F,,591.0,23.23,15954.81,Non,Rénovation,Sans Emploi,0.3
C03439,Marie Guillet,Dupont,guilbertxavier@example.org,65,F,,593.0,35.27,29827.51,Non,Rénovation,Retraité,1.4
C04999,Jules Samson,Raynaud-la-Forêt,laetitiagregoire@example.org,46,M,40188.98,568.0,36.19,2851.33,Non,Auto,CDI,1.7
C04827,Lucy-Frédérique Allain,Wagner-sur-Guillaume,blanchetandre@example.com,48,M,37121.83,710.0,19.45,21866.71,Oui,Business,CDD,17.1
C03922,Hortense Lopez,Marques,adrien83@example.net,45,F,43655.83,698.0,38.3,19346.04,Non,Auto,CDD,0.3
C00298,Michelle Pineau,Morin,dufourvalerie@example.net,34,F,36743.09,553.0,11.6,22402.6,Non,Auto,Retraité,10.4
C02119,Joseph Collet,Bourdon-la-Forêt,grenierrobert@example.org,57,M,67519.94,651.0,38.37,10592.76,Oui,Éducation,CDI,6.4
C02536,William Neveu,TanguyBourg,antoinettelebrun@example.org,36,F,49268.13,676.0,32.91,4898.06,Oui,Achat Maison,Retraité,4.7
C04203,David Mary de Poirier,Saint Stéphane-les-Bains,elacroix@example.com,25,M,62523.36,801.0,38.36,13221.42,Oui,Business,CDI,11.8
C03254,Clémence Martineau,Goncalves,henryfranck@example.org,31,M,67077.88,623.0,51.96,4930.15,Oui,Rénovation,CDI,1.8
C03725,Juliette Le Rocher,LebonVille,hdupont@example.net,74,M,35939.98,693.0,8.69,25519.56,Non,Achat Maison,CDI,0.7
C01260,Michel Collet-Aubry,MaillotBourg,camuszoe@example.net,33,F,,699.0,31.12,19912.19,Oui,Business,CDI,15.0
C01558,Thomas Blondel,Dumas,thibaut60@example.org,74,M,64896.04,563.0,8.24,15826.43,Non,Éducation,Sans Emploi,1.7
C03269,Henriette Jacob-Perez,Vasseur-sur-Moulin,jean85@example.net,74,F,32564.24,668.0,4.28,16026.04,Oui,Achat Maison,Sans Emploi,8.4
C04046,Élodie de la Dumont,Saint Odette,aimemartineau@example.org,43,M,64471.94,759.0,21.82,5432.6,Non,Consommation,CDI,1.1
C00756,Lorraine Gillet,Sainte Brigitte,aimeele-roux@example.org,60,M,67753.43,691.0,36.54,1916.15,Oui,Auto,CDD,2.2
C01010,Lorraine Becker,Martinsboeuf,colletmargaud@example.net,33,F,,733.0,37.45,20009.53,Oui,Achat Maison,Sans Emploi,5.3
C02794,Clémence du Dumas,Moreau,yleduc@example.com,21,F,54959.34,714.0,43.77,19893.05,Non,Business,CDI,2.4
C02905,Étienne Roux,Sainte Camille,garciacelina@example.net,67,F,,743.0,50.9,14526.69,Non,Rénovation,Sans Emploi,9.3
C01870,Marcelle Diallo,Jacques-la-Forêt,allarderic@example.com,20,M,38983.21,662.0,38.87,10246.16,Oui,Auto,CDD,4.7
C02229,Corinne Henry,Moulindan,durandclemence@example.org,73,M,44954.43,834.0,36.47,23676.65,Oui,Rénovation,Freelance,0.3
C01173,Georges Guichard,LamyBourg,gillesguillot@example.com,28,M,42954.71,753.0,15.44,3922.99,Oui,Consommation,Freelance,0.0
C01832,Françoise de la Raymond,Dupuis,clemence33@example.net,51,M,38017.07,676.0,34.62,19934.11,Oui,Achat Maison,CDI,6.3
C00376,Christophe Garcia,Saint Anne,monnierdaniel@example.org,59,M,46537.94,632.0,12.48,19499.41,Oui,Business,Freelance,21.9
C03853,Gilles du Fernandes,Olivier,paul74@example.net,38,M,,9999.0,35.53,17368.68,Oui,Éducation,Sans Emploi,2.8
C03616,William Moreno,Lemaire,williamvalette@example.net,20,M,68218.13,651.0,13.54,15203.41,Oui,Éducation,CDI,9.7
C00798,Alexandria Colin-Gomes,Martineau-les-Bains,macefranck@example.net,35,M,40021.45,738.0,45.17,4825.85,Oui,Consommation,CDI,19.2
C00378,Agnès Roger,Blot,le-gallclaire@example.com,39,M,68354.74,670.0,15.95,533.57,Non,Business,Retraité,1.1
C01158,André Vallet-Ollivier,Rossi,julienbernard@example.com,39,F,,603.0,63.97,11768.22,Oui,Achat Maison,Sans Emploi,7.6
C03819,Théodore Grégoire,Moreau,turpinemmanuelle@example.net,68,F,26715.7,604.0,23.74,22271.8,Oui,Consommation,CDD,1.4
C02792,Guy Perrot du Lebon,Boulanger,stephanielaine@example.net,59,F,50012.38,634.0,17.73,5601.84,Oui,Consommation,CDI,10.8
C02240,Auguste Moreau,Sainte Henriette,margaretguillet@example.com,30,M,65594.26,679.0,20.8,2787.18,Non,Achat Maison,CDD,11.9
C04035,Édouard Bigot de la Chrétien,Boulanger,barbierchristophe@example.org,19,M,49828.5,623.0,28.72,5321.25,Non,Business,Sans Emploi,22.2
C02662,Thérèse Thomas de Maillet,Besson,imbertnathalie@example.com,26,M,42920.36,794.0,34.93,16031.54,Non,Business,CDD,0.9
C04012,Gérard Le Gall,Saint Honorénec,inesledoux@example.org,57,M,45808.81,680.0,13.88,3670.79,Oui,Business,Retraité,3.9
C02957,Édith Gaudin,Turpin,guillaume68@example.com,45,F,64369.86,833.0,34.47,12802.07,Non,Business,CDI,4.5
C03927,Margaux Gilles,Richard-la-Forêt,guy25@example.org,26,M,56125.6,666.0,13.09,18755.33,Oui,Auto,CDI,4.2
C01038,Alice Fabre Le Caron,Pottier,abigot@example.org,42,M,32183.11,671.0,16.33,18798.93,Oui,Rénovation,Retraité,9.1
C03259,Sophie Mace,Carlier-les-Bains,fredericgiraud@example.org,41,M,,666.0,41.26,7489.28,Non,Business,Sans Emploi,3.4
C01344,William du Schmitt,Poirier,ddiallo@example.com,28,F,20312.47,745.0,33.46,18314.16,Oui,Éducation,CDI,9.5
C02505,Luce-Alex Coulon,Gauthier,mathilde46@example.net,24,M,47078.57,719.0,7.78,3204.26,Oui,Consommation,CDI,11.2
C01721,Patrick du Gilles,Sainte FranckBourg,qthierry@example.net,60,M,29134.55,850.0,30.36,12171.57,Non,Rénovation,Sans Emploi,2.8
C04664,Sabine Mary,Thomas,hugues88@example.com,35,F,,722.0,20.45,7858.81,Autre,Business,Sans Emploi,4.4
C00175,Lucy Chrétien,Faure,lenoirlaure@example.net,44,M,31021.89,805.0,50.13,9120.16,Oui,Auto,CDD,0.4
C04894,Célina Briand,Lesage-sur-Mahe,pierre87@example.net,45,F,42853.11,700.0,20.64,20700.69,Non,Éducation,CDD,14.2
C01909,Henri Rossi,Delmas,blanchardolivie@example.org,71,M,50789.08,597.0,37.24,11543.78,Non,Auto,Freelance,7.3
C00045,Élodie de la Besson,Masseboeuf,lamyhenriette@example.org,73,M,44852.95,574.0,16.45,9723.96,Non,Consommation,CDI,2.8
C03409,Alexandre Brunet,Wagner,mrousset@example.org,45,M,40396.29,587.0,63.37,23607.48,Oui,Rénovation,Retraité,8.4
C04675,Alexandrie du Julien,Sainte Catherine-les-Bains,zmeunier@example.net,39,M,52383.24,557.0,4.72,10833.03,Autre,Auto,CDI,4.1
C01075,Claire-Élisabeth Teixeira,Letellier-sur-Chauveau,ggarcia@example.com,27,M,48519.85,708.0,29.98,16387.29,Oui,Achat Maison,CDI,4.9
C02829,Rémy Boulanger-Colas,Moreno,stephanieperon@example.com,25,M,56939.72,619.0,47.43,12231.9,Autre,Business,CDD,4.8
C01504,Isabelle Bègue,Sainte AlexandriaVille,oceane67@example.net,52,M,28199.3,560.0,28.96,16460.06,Non,Rénovation,Sans Emploi,8.7
C02309,René Germain,Saint Denis-sur-Mer,ztorres@example.com,48,F,39551.53,735.0,30.19,12757.97,Oui,Éducation,Freelance,1.5
C01436,Gilles-Stéphane Devaux,Mallet,josette62@example.net,42,M,,701.0,40.08,12065.45,Non,Achat Maison,Sans Emploi,1.7
C02418,Suzanne Payet,Saint Vincent-sur-Mer,micheljulie@example.org,34,F,61137.5,601.0,6.08,11530.94,Oui,Business,CDI,0.3
C03986,Alix-Sylvie Raynaud,Gomes-la-Forêt,fjoseph@example.com,35,M,79344.11,606.0,23.93,13745.65,Non,Consommation,Retraité,9.4
C03098,Gilles Petit,Leclercqdan,mteixeira@example.org,28,F,24123.31,666.0,68.91,5238.33,Non,Achat Maison,CDD,7.0
C04589,Raymond Da Silva,Jourdannec,omartineau@example.net,35,M,53255.47,716.0,21.07,13006.46,Non,Business,Freelance,1.2
C00283,Christelle Hervé-Navarro,Saint Gilles,lesageisabelle@example.org,45,M,47882.01,694.0,5.01,13297.64,Oui,Consommation,CDI,3.9
C04919,William Brunel,Dias,valerie07@example.net,48,M,45674.61,682.0,51.23,16906.89,Non,Auto,CDD,0.8
C00842,Céline Thibault,Saint Rolandboeuf,gilbert93@example.org,69,M,,652.0,34.22,16626.19,Oui,Rénovation,CDD,0.2
C01513,Gilles Roger,BouvierBourg,bpasquier@example.net,36,M,22919.07,697.0,4.78,22315.06,Non,Achat Maison,CDI,3.4
C01168,Alix de la Olivier,Nguyen-les-Bains,blanchetgabriel@example.net,74,M,75519.5,778.0,55.29,20038.22,Oui,Achat Maison,Retraité,4.7
C01592,Laetitia Lévy,Leclercq-sur-Mer,ofernandes@example.org,39,F,31026.88,671.0,35.98,10677.31,Oui,Achat Maison,Freelance,16.8
C03460,Odette-Lucie Texier,Sainte Bertrand-les-Bains,martineleleu@example.com,41,M,71777.2,644.0,19.0,5147.28,Non,Auto,Freelance,9.6
C03165,Thibault Bourgeois,Michelboeuf,genevievemichel@example.org,40,F,40070.87,584.0,10.11,5735.99,Oui,Rénovation,CDD,0.1
C02284,Marguerite Brunet Le Loiseau,Gimenez,capucinevalentin@example.net,56,F,25760.65,723.0,33.25,18877.33,Non,Éducation,Sans Emploi,0.2
C03575,Yves-Jérôme Rémy,Costa-sur-Mer,nathalie67@example.org,57,M,48139.4,777.0,38.84,7209.9,Oui,Consommation,CDI,5.0
C04871,Daniel-Jacques Pelletier,Bertrand-les-Bains,eleonoreboyer@example.net,72,F,30061.56,672.0,27.35,10642.6,Oui,Auto,Freelance,4.8
C02305,Marine Lefèvre,Hamelnec,martinsdenise@example.com,23,F,29326.71,779.0,5.98,20571.48,Non,Business,Sans Emploi,2.7
C00952,Laurent Becker,Sainte TimothéeBourg,hgomez@example.net,53,M,33768.87,724.0,27.61,11487.95,Oui,Éducation,Sans Emploi,3.8
C04943,Eugène Caron-Ribeiro,GilbertVille,fgilles@example.net,67,M,88980.37,767.0,53.91,14701.98,Non,Rénovation,CDI,6.1
C03053,Lucy Masse,Carlier-sur-Mer,gonzalezlaure@example.com,38,M,83668.85,665.0,29.34,28005.95,Oui,Éducation,Sans Emploi,1.3
C04560,Henri Collin,Bonnet-sur-Bernard,blanccorinne@example.org,45,M,82743.34,685.0,25.93,11861.59,Non,Rénovation,CDI,6.4
C02685,Jeannine Bazin-Vaillant,Saint Étienne,baronalphonse@example.net,45,F,50999.28,547.0,43.33,13540.76,Non,Éducation,CDI,2.3
C01489,Maurice Bonnin-Renard,Leleu,dcarpentier@example.org,46,F,47850.13,644.0,9.07,963.62,Oui,Consommation,CDD,7.0
C00927,Adélaïde Becker,Buisson,antoinettepinto@example.org,35,F,27777.67,655.0,36.36,20568.53,Oui,Rénovation,Sans Emploi,18.2
C01209,Anastasie Couturier,PicardBourg,andreefournier@example.org,72,F,31612.95,739.0,44.84,11164.94,Non,Éducation,CDD,3.0
C03973,Zacharie-Charles Pascal,Weber,michelle96@example.com,32,F,,745.0,26.67,8216.54,Oui,Rénovation,CDD,8.6
C03545,François Perrot,Lelièvre-les-Bains,amunoz@example.org,53,M,58693.59,719.0,17.28,16477.45,Non,Achat Maison,Freelance,4.1
C04362,Olivier Teixeira,Devaux,gilbertdelannoy@example.com,46,M,57645.99,796.0,26.91,16532.53,Non,Auto,CDD,4.3
C01921,Monique Millet du Imbert,ChauvinBourg,anastasie69@example.net,48,M,69682.07,504.0,1.21,2483.98,Oui,Consommation,CDI,9.7
C00351,Noël Laurent-Legendre,Sainte RenéVille,luclabbe@example.org,20,M,52609.66,777.0,37.44,23365.01,Oui,Achat Maison,CDI,25.4
C04899,Alexandria Didier,Joly,fabredaniel@example.net,51,F,39955.38,604.0,36.15,24869.15,Non,Éducation,CDD,15.9
C03393,Dorothée Lenoir,Lemoine,gdijoux@example.org,28,F,54718.01,520.0,40.94,27549.55,Oui,Rénovation,CDI,2.7
C02721,Paulette Leduc,Chevalierdan,franck11@example.net,56,F,47844.24,702.0,18.19,18655.69,Non,Consommation,CDI,1.9
C04982,Margot Martins-Pinto,Vasseur,paulettedumas@example.org,28,F,44145.74,733.0,45.74,10844.16,Oui,Achat Maison,CDD,7.8
C00718,Emmanuel Tanguy,BoulayVille,margot56@example.com,31,M,58671.99,740.0,21.55,20206.46,Non,Rénovation,Freelance,12.4
C02702,Anastasie Le Roux,Schneider,qdescamps@example.net,30,M,71273.6,581.0,12.9,19532.43,Non,Rénovation,Freelance,3.2
C02722,Simone Lemoine de la Dos Santos,Ribeiro-sur-Fouquet,riouguillaume@example.org,24,M,42334.27,770.0,9.22,18057.38,Oui,Business,CDI,0.6
C04562,Dominique Hardy,Jourdan-sur-Leblanc,joseph50@example.net,19,M,29415.2,596.0,25.14,8582.47,Oui,Éducation,CDD,9.3
C00308,Auguste Lelièvre,Sainte Marcel-les-Bains,lecontealice@example.org,35,M,60927.72,768.0,24.12,4520.82,Oui,Auto,Sans Emploi,2.6
C01675,Alice de Bailly,Sainte Marcelnec,legrosnoemi@example.net,74,F,,663.0,13.15,17830.61,Non,Business,Sans Emploi,0.0
C00833,Élodie Albert de Dufour,Morvan,gilbertpoulain@example.com,26,M,62989.96,672.0,40.47,15669.13,Oui,Business,Retraité,4.1
C00366,Martine Bonnet-Chauvin,Teixeira,jlevy@example.net,44,M,,709.0,43.42,6859.09,Non,Consommation,Sans Emploi,0.1
C04507,Auguste Bonneau,Sainte Margot,abouchet@example.net,51,M,29369.22,702.0,19.34,31001.45,Oui,Business,Retraité,5.2
C02078,Claude Vasseur-Barthelemy,Hubert-sur-Duhamel,christine38@example.net,32,M,72253.23,799.0,12.12,24299.82,Non,Achat Maison,CDI,5.4
C04038,Thérèse Berger,Sainte Gilbert,jacquotgregoire@example.net,35,M,,616.0,30.21,22729.15,Autre,Business,Sans Emploi,0.3
C04847,Michel Delorme-Lemonnier,Allain,rmarty@example.net,23,M,44494.32,,34.71,6961.85,Non,Rénovation,CDI,0.4
C04480,Patricia Berthelot,Sainte Julien,gerardjean@example.org,44,F,34466.57,581.0,43.91,6252.74,Non,Business,CDD,4.0
C01746,Catherine Moreau,Lopes-sur-Mer,alainraymond@example.net,74,F,38632.7,518.0,51.55,26339.8,Oui,Consommation,Sans Emploi,5.3
C00019,Mathilde Goncalves,Saint Paulnec,celinagodard@example.com,43,M,52177.75,745.0,38.54,19568.98,Oui,Achat Maison,CDD,1.0
C01322,Lucy Boutin Le Mendès,Lacombe-les-Bains,andrevoisin@example.org,49,M,66906.85,705.0,37.65,17670.66,Non,Auto,Freelance,3.9
C03567,Zacharie-Raymond Petitjean,Sainte Paul,michel75@example.org,26,M,67858.58,721.0,25.45,12407.39,Non,Auto,CDD,27.1
C02521,Victoire Roussel du Teixeira,RaynaudBourg,richard13@example.org,20,F,32236.42,,34.93,9500.12,Oui,Achat Maison,CDD,0.5
C00218,Roger-Aimé Blondel,Lacroix,martinenicolas@example.com,43,M,82942.61,775.0,15.29,13436.25,Non,Auto,CDI,4.1
C01487,Sébastien Barre du Guyon,Lelièvre-sur-Dupont,lefevrepierre@example.com,18,M,51568.53,740.0,41.57,19915.77,Non,Auto,CDD,0.5
C00438,Astrid Bouvier,Germain,williammartinez@example.org,22,M,,,52.91,13231.64,Non,Business,CDD,0.3
C04174,Simone Guillot de la Pinto,Gauthier-sur-Mer,ines31@example.com,40,F,24509.36,605.0,33.23,978.2,Non,Auto,CDI,1.9
C02750,Alain Labbé,Lopes,aurelie40@example.org,31,M,67403.12,842.0,49.18,16897.24,Non,Auto,CDI,3.4
C03288,Rémy Rocher,Briand,ameliegaillard@example.net,27,F,55303.26,658.0,32.84,18094.39,Oui,Achat Maison,CDI,4.7
C03433,Capucine Marin,Ramos-sur-Descamps,vleclerc@example.com,37,M,28018.5,737.0,22.25,8653.98,Non,Business,Freelance,1.3
C02525,Arthur Marques,Garciaboeuf,francoise17@example.net,36,F,37991.52,656.0,28.33,16214.67,Oui,Business,CDD,9.6
C04651,Franck Le Gall,Le RouxBourg,kmaillet@example.net,74,F,,754.0,11.19,26983.95,Oui,Achat Maison,Sans Emploi,5.1
C03688,Marcelle du Maurice,Charles-sur-Maillot,qriou@example.org,73,F,,695.0,54.92,19516.21,Non,Consommation,Sans Emploi,0.6
C02763,Françoise Petitjean,Bernard,guylefort@example.net,20,F,16461.47,575.0,11.62,7946.72,Non,Achat Maison,CDD,1.4
C00802,Margot Jacob,Saint Raymondnec,guilberthonore@example.net,47,M,34992.72,639.0,32.45,12277.4,Non,Consommation,Freelance,1.1
C02997,Xavier-Noël Leconte,Saint Adrienboeuf,susanneleleu@example.net,37,M,,739.0,30.99,14943.76,Non,Business,Sans Emploi,6.6
C02228,Véronique Bouchet,Maréchal-sur-Rey,christinegodard@example.com,34,F,34993.55,673.0,19.52,11293.61,Non,Auto,CDD,24.8
C04786,Susanne Jacquet de la Coste,Martin,amunoz@example.org,49,F,,713.0,42.05,17996.29,Autre,Consommation,Sans Emploi,5.6
C02077,Thierry Étienne,Andre-les-Bains,virginie99@example.org,43,M,27297.08,651.0,15.29,3015.29,Oui,Business,Sans Emploi,3.9
C00582,Raymond Brunet,Sainte Renée-la-Forêt,michele59@example.com,24,F,32325.62,714.0,68.22,11369.59,Oui,Auto,CDI,3.2
C00203,Zacharie Brunel de Moreno,Michaud,tristanpascal@example.org,57,F,35464.24,661.0,4.86,24503.78,Oui,Auto,CDD,26.1
C04347,Alexandre Mahe,Morel,paulette19@example.net,26,M,47895.85,587.0,26.93,15306.94,Oui,Business,CDI,2.1
C03478,Charles Sauvage,Colas,diallonathalie@example.org,41,M,56155.84,633.0,5.12,7008.16,Oui,Éducation,CDI,2.6
C02929,Nathalie Camus,Hamel-sur-Roux,madeleinelaine@example.com,55,F,,760.0,22.43,8217.19,Oui,Rénovation,CDI,2.5
C03085,Cécile Pottier-Lévy,Sainte Renénec,ifernandez@example.org,38,F,57248.11,676.0,51.31,23929.33,Non,Éducation,CDD,9.4
C01018,Jacques Martin,BourdonBourg,raymond99@example.net,20,M,84388.59,817.0,27.88,15445.22,Oui,Rénovation,CDD,8.8
C01583,Noël Lévy,Muller,mauricegabriel@example.net,41,M,53012.41,545.0,25.66,21323.9,Non,Auto,Retraité,0.4
C01032,Bernard Gaillard,Saint Stéphanieboeuf,alphonse04@example.com,59,M,,692.0,19.98,16441.52,Non,Éducation,Sans Emploi,16.3
C01718,Augustin-Luc Charrier,Hardy,elodieperret@example.com,41,F,23453.1,712.0,54.16,18628.98,Non,Éducation,CDI,4.9
C01281,Agathe Fischer,Le RouxVille,thomas55@example.net,60,F,32375.09,772.0,36.92,10689.65,Oui,Auto,Freelance,1.4
C02498,Denis Rousset,Lombardnec,rousselemmanuel@example.com,19,M,57117.94,795.0,17.58,18902.94,Oui,Business,CDI,4.0
C03350,Jérôme Turpin,Payetnec,zdos-santos@example.com,27,F,48994.08,675.0,36.93,12574.2,Non,Achat Maison,Sans Emploi,0.2
C00517,Adélaïde Bonneau,Sainte MichelleBourg,le-rouxmatthieu@example.com,21,M,,615.0,29.89,15541.0,Oui,Éducation,Sans Emploi,5.6
C01747,Victor Collin de la Gillet,Bouvet,pintoodette@example.com,39,M,62712.94,665.0,27.35,15272.64,Non,Consommation,CDD,9.9
C04365,Benoît Wagner,Saint Sophiedan,nbarbe@example.net,65,M,58718.96,799.0,8.96,7609.59,Oui,Consommation,CDD,1.3
C03732,Susanne Noël,MaheBourg,bruneauarnaude@example.com,40,F,26094.56,720.0,48.31,7224.86,Oui,Achat Maison,CDI,6.0
C00668,Guy Le Renault,Nicolas-sur-Vallée,pintorobert@example.org,70,M,39642.54,790.0,64.84,9564.62,Oui,Auto,Retraité,14.7
C04059,Christiane Alexandre,Bouchet,zgomes@example.net,51,M,48516.85,826.0,39.16,18976.92,Non,Business,Freelance,1.7
C03026,Nathalie Guérin,Prévost-la-Forêt,lopezmargot@example.com,24,M,46355.05,578.0,31.09,6731.84,Oui,Auto,CDI,9.1
C04912,Théodore Parent,Leroux-sur-Gonzalez,therese21@example.com,19,M,47793.62,705.0,12.09,22176.43,Non,Business,CDI,2.8
C03286,Clémence Salmon,Dumas,camille12@example.org,25,F,30115.52,638.0,48.24,9931.67,Non,Achat Maison,Freelance,24.3
C02650,Laetitia Joseph,Blot-la-Forêt,yhoareau@example.org,68,F,19628.76,709.0,67.67,20390.81,Non,Auto,CDD,2.1
C04299,Auguste du Baron,Jolynec,ledouxanais@example.net,23,M,62679.48,639.0,57.72,6399.63,Non,Rénovation,Sans Emploi,1.6
C03192,Paulette Hardy,Lombardnec,deschampsmaryse@example.com,56,M,74669.34,587.0,23.2,1450.35,Non,Auto,Freelance,1.1
C02124,Éléonore Lemaître,Lucas,bouvierfrancois@example.org,60,M,58867.77,613.0,24.13,14478.66,Non,Consommation,Freelance,2.1
C03375,Nath-Adrienne Guilbert,Saint Pénélopedan,fledoux@example.net,46,M,77508.46,614.0,22.41,11598.1,Non,Achat Maison,CDI,5.5
C03392,Michel Gilbert,Sainte Anaïs,eric50@example.com,63,M,42854.38,509.0,11.46,16677.52,Oui,Éducation,CDD,6.2
C03485,Arthur Lelièvre,Dupont,legrosalice@example.org,19,M,55479.73,,38.56,19284.31,Non,Achat Maison,Freelance,3.1
C00759,Capucine Mace,Jolynec,augustinrolland@example.net,59,M,93514.27,708.0,20.01,7845.38,Non,Achat Maison,Freelance,10.9
C03379,Céline Parent,Lambert-sur-Chevallier,benjamin28@example.net,40,M,54503.61,670.0,59.23,4848.68,Oui,Business,Freelance,4.3
C04441,Paulette-Nathalie Wagner,Sainte Catherine,ledouxgerard@example.org,38,M,62939.36,570.0,16.98,25230.39,Non,Rénovation,CDI,7.5
C02526,Céline Maurice,Evrard-sur-Ribeiro,martineaualix@example.net,44,M,50460.83,563.0,53.04,8193.68,Oui,Rénovation,CDD,2.0
C04922,Véronique Menard,Klein-sur-Mer,anouk62@example.org,49,M,57619.12,810.0,20.43,17550.0,Oui,Consommation,CDD,1.5
C00907,Mathilde Allard-Boulay,Lacroix,nicolasbenjamin@example.org,27,M,38732.83,643.0,19.1,13683.91,Non,Achat Maison,CDI,0.0
C02683,Roland-Gabriel Barbe,Sainte Chantal,susannegautier@example.org,64,F,,722.0,14.25,9080.66,Oui,Éducation,Sans Emploi,7.2
C00214,Maggie Leroy,Sauvageboeuf,qgrenier@example.com,60,F,52817.06,678.0,9.51,17140.18,Oui,Business,CDI,9.2
C03331,Honoré Lévy,Saint Adrienboeuf,margaretdurand@example.net,66,M,60739.17,651.0,40.01,11196.79,Oui,Achat Maison,CDI,2.5
C04459,Zoé Riou,Le Roux-sur-Thierry,helene25@example.org,55,F,31512.1,680.0,20.07,21462.72,Non,Éducation,CDI,2.9
C00693,Julien Bonneau de la Vasseur,Blanc-la-Forêt,kboyer@example.com,71,F,47986.53,589.0,53.37,2877.12,Non,Consommation,Freelance,2.6
C01503,Yves Da Silva,De Sousa,legerroger@example.net,36,M,51897.69,625.0,4.12,16399.44,Oui,Auto,Retraité,1.1
C02414,Monique Hernandez du Leconte,Godard-sur-Nguyen,blinmargaud@example.org,39,M,,667.0,12.18,10744.35,Non,Auto,Sans Emploi,4.0
C02118,Lucas Carpentier,Renard,vbailly@example.net,49,M,37378.63,817.0,35.06,16175.41,Non,Éducation,CDD,2.0
C03858,Françoise Lacombe,Augerdan,boulangerdominique@example.net,36,M,69769.99,697.0,52.88,17847.26,Oui,Auto,Retraité,1.3
C02462,Juliette Thibault,Sainte Georgesboeuf,hbodin@example.org,45,M,66204.87,600.0,26.57,8933.39,Oui,Achat Maison,Freelance,8.3
